Shape,Carat,Clarity,Colour,Cut,Price,Date
CUSHION,1.01,SI2,I,VG,"2,629.54",2022-11-01 08:45:33.234938
CUSHION,0.81,SI1,E,EX,"2,626.83",2022-10-31 08:45:33.234938
CUSHION,0.95,SI2,H,EX,"2,626.23",2022-10-30 08:45:33.234938
CUSHION,0.81,VS2,J,VG,"2,625.60",2022-10-29 08:45:33.234938
CUSHION,0.75,SI2,F,EX,"2,623.10",2022-10-28 08:45:33.234938
CUSHION,0.72,VS2,F,EX,"2,623.08",2022-10-27 08:45:33.234938
CUSHION,0.8,SI1,G,EX,"2,622.65",2022-10-26 08:45:33.234938
CUSHION,1.01,I1,FANCY,EX,"2,621.11",2022-10-25 08:45:33.234938
CUSHION,0.75,SI1,F,EX,"2,620.90",2022-10-24 08:45:33.234938
CUSHION,0.9,SI2,E,EX,"2,620.85",2022-10-23 08:45:33.234938
CUSHION,0.8,SI1,E,VG,"2,619.95",2022-10-22 08:45:33.234938
CUSHION,0.96,VVS2,K,EX,"2,619.85",2022-10-21 08:45:33.234938
CUSHION,0.8,VS2,H,EX,"2,618.67",2022-10-20 08:45:33.234938
CUSHION,0.9,SI2,H,VG,"2,611.79",2022-10-19 08:45:33.234938
CUSHION,0.9,VS1,I,EX,"3,475.48",2022-10-18 08:45:33.234938
CUSHION,1.0,SI2,F,EX,"3,473.08",2022-10-17 08:45:33.234938
CUSHION,0.8,VS1,E,EX,"3,471.87",2022-10-16 08:45:33.234938
CUSHION,0.9,SI1,G,EX,"3,471.41",2022-10-15 08:45:33.234938
CUSHION,1.29,SI2,J,EX,"3,470.17",2022-10-14 08:45:33.234938
CUSHION,1.0,SI2,G,EX,"3,468.24",2022-10-13 08:45:33.234938
CUSHION,0.8,VS2,E,EX,"3,466.30",2022-10-12 08:45:33.234938
CUSHION,1.01,SI2,I,VG,"3,463.35",2022-10-11 08:45:33.234938
CUSHION,1.0,SI2,G,EX,"3,461.91",2022-10-10 08:45:33.234938
CUSHION,1.01,VS1,J,VG,"3,460.94",2022-10-09 08:45:33.234938
CUSHION,0.72,VVS1,FANCY,EX,"3,456.76",2022-10-08 08:45:33.234938
CUSHION,1.25,SI1,FANCY,EX,"3,449.06",2022-10-07 08:45:33.234938
CUSHION,0.9,VS2,I,EX,"3,448.68",2022-10-06 08:45:33.234938
CUSHION,1.0,SI2,E,EX,"3,448.44",2022-10-05 08:45:33.234938
CUSHION,1.0,SI2,FANCY,VG,"3,448.25",2022-10-04 08:45:33.234938
CUSHION,1.02,SI2,G,EX,"3,829.74",2022-10-03 08:45:33.234938
CUSHION,1.51,SI1,FANCY,EX,"3,825.69",2022-10-02 08:45:33.234938
CUSHION,1.19,VS2,J,EX,"3,824.50",2022-10-01 08:45:33.234938
CUSHION,1.2,VVS2,K,EX,"3,824.38",2022-09-30 08:45:33.234938
CUSHION,0.98,SI1,H,VG,"3,819.36",2022-09-29 08:45:33.234938
CUSHION,1.01,SI2,G,EX,"3,815.09",2022-09-28 08:45:33.234938
CUSHION,1.2,SI2,H,EX,"3,814.51",2022-09-27 08:45:33.234938
CUSHION,1.0,SI1,I,EX,"3,812.58",2022-09-26 08:45:33.234938
CUSHION,1.81,SI1,Y-Z,EX,"3,811.71",2022-09-25 08:45:33.234938
CUSHION,0.82,VS2,D,EX,"3,805.66",2022-09-24 08:45:33.234938
CUSHION,0.96,VS2,I,EX,"3,801.62",2022-09-23 08:45:33.234938
CUSHION,0.9,SI1,G,VG,"3,801.32",2022-09-22 08:45:33.234938
CUSHION,0.96,SI2,H,EX,"3,800.19",2022-09-21 08:45:33.234938
CUSHION,1.0,VS1,I,EX,"3,792.23",2022-09-20 08:45:33.234938
CUSHION,1.01,SI1,G,EX,"3,790.33",2022-09-19 08:45:33.234938
CUSHION,1.2,VS1,K,VG,"3,505.15",2022-09-18 08:45:33.234938
CUSHION,0.97,SI1,H,GD,"3,502.31",2022-09-17 08:45:33.234938
CUSHION,0.9,SI1,F,GD,"3,499.16",2022-09-16 08:45:33.234938
CUSHION,0.9,VS1,H,GD,"3,499.06",2022-09-15 08:45:33.234938
CUSHION,0.8,VS1,G,EX,"3,499.04",2022-09-14 08:45:33.234938
CUSHION,1.0,SI1,I,EX,"3,498.72",2022-09-13 08:45:33.234938
CUSHION,1.52,VS2,W-X,EX,"3,496.52",2022-09-12 08:45:33.234938
CUSHION,1.68,VS2,J,VG,"3,491.26",2022-09-11 08:45:33.234938
CUSHION,0.9,SI1,E,VG,"3,489.83",2022-09-10 08:45:33.234938
CUSHION,0.96,SI1,I,VG,"3,489.02",2022-09-09 08:45:33.234938
CUSHION,0.7,VVS2,E,VG,"3,486.08",2022-09-08 08:45:33.234938
CUSHION,0.96,SI1,H,EX,"3,483.07",2022-09-07 08:45:33.234938
CUSHION,0.96,SI1,H,VG,"3,480.99",2022-09-06 08:45:33.234938
CUSHION,1.0,SI2,J,VG,"3,480.83",2022-09-05 08:45:33.234938
CUSHION,0.81,VVS1,F,VG,"3,480.49",2022-09-04 08:45:33.234938
CUSHION,0.9,VS1,I,EX,"3,420.86",2022-09-03 08:45:33.234938
CUSHION,1.5,VVS2,N,EX,"3,419.67",2022-09-02 08:45:33.234938
CUSHION,0.8,VS2,E,EX,"3,417.96",2022-09-01 08:45:33.234938
CUSHION,0.81,SI1,D,EX,"3,416.84",2022-08-31 08:45:33.234938
CUSHION,1.21,I1,F,VG,"3,410.29",2022-08-30 08:45:33.234938
CUSHION,0.9,SI2,E,VG,"3,407.53",2022-08-29 08:45:33.234938
CUSHION,1.05,SI1,FANCY,EX,"3,404.80",2022-08-28 08:45:33.234938
CUSHION,0.75,VS1,E,VG,"3,400.33",2022-08-27 08:45:33.234938
CUSHION,0.73,VS1,D,EX,"3,399.11",2022-08-26 08:45:33.234938
CUSHION,1.2,SI1,K,EX,"3,397.09",2022-08-25 08:45:33.234938
CUSHION,0.82,VS2,E,EX,"3,395.72",2022-08-24 08:45:33.234938
CUSHION,0.72,VS2,F,EX,"3,392.17",2022-08-23 08:45:33.234938
CUSHION,0.75,VS1,G,EX,"3,391.44",2022-08-22 08:45:33.234938
CUSHION,0.83,VS2,E,EX,"3,389.88",2022-08-21 08:45:33.234938
CUSHION,1.0,SI2,I,GD,"2,838.02",2022-08-20 08:45:33.234938
CUSHION,1.01,SI2,I,EX,"2,837.98",2022-08-19 08:45:33.234938
CUSHION,1.0,VS2,K,EX,"2,837.71",2022-08-18 08:45:33.234938
CUSHION,0.85,VS2,FANCY,EX,"2,835.39",2022-08-17 08:45:33.234938
CUSHION,1.0,VS1,K,GD,"2,834.65",2022-08-16 08:45:33.234938
CUSHION,1.0,SI2,I,EX,"2,829.81",2022-08-15 08:45:33.234938
CUSHION,0.9,VS2,J,EX,"2,829.58",2022-08-14 08:45:33.234938
CUSHION,0.8,SI1,G,VG,"2,827.40",2022-08-13 08:45:33.234938
CUSHION,0.5,SI1,FANCY,EX,"2,823.99",2022-08-12 08:45:33.234938
CUSHION,0.8,SI1,F,EX,"2,823.25",2022-08-11 08:45:33.234938
CUSHION,0.71,VVS2,D,VG,"2,823.23",2022-08-10 08:45:33.234938
CUSHION,0.7,VS1,F,GD,"2,822.30",2022-08-09 08:45:33.234938
CUSHION,0.81,VS1,H,EX,"2,820.67",2022-08-08 08:45:33.234938
CUSHION,0.8,SI1,D,VG,"2,820.40",2022-08-07 08:45:33.234938
CUSHION,0.8,VS1,G,EX,"2,819.34",2022-08-06 08:45:33.234938
CUSHION,0.9,VS1,I,EX,"3,447.56",2022-08-05 08:45:33.234938
CUSHION,1.0,SI2,E,EX,"3,443.55",2022-08-04 08:45:33.234938
CUSHION,1.51,SI2,FANCY,EX,"3,442.51",2022-08-03 08:45:33.234938
CUSHION,1.5,SI2,K,VG,"3,441.31",2022-08-02 08:45:33.234938
CUSHION,1.0,SI2,H,EX,"3,438.83",2022-08-01 08:45:33.234938
CUSHION,0.9,VVS2,H,VG,"3,436.68",2022-07-31 08:45:33.234938
CUSHION,1.6,VS1,J,VG,"3,434.40",2022-07-30 08:45:33.234938
CUSHION,0.9,VS2,G,EX,"3,427.05",2022-07-29 08:45:33.234938
CUSHION,1.63,VS1,J,VG,"3,426.70",2022-07-28 08:45:33.234938
CUSHION,1.2,SI2,G,EX,"3,425.25",2022-07-27 08:45:33.234938
CUSHION,1.08,SI2,F,EX,"3,424.50",2022-07-26 08:45:33.234938
CUSHION,1.01,VVS2,J,EX,"3,423.76",2022-07-25 08:45:33.234938
CUSHION,0.9,VS2,H,GD,"3,423.20",2022-07-24 08:45:33.234938
CUSHION,0.96,SI1,G,EX,"3,421.66",2022-07-23 08:45:33.234938
CUSHION,0.91,SI1,F,EX,"3,421.52",2022-07-22 08:45:33.234938
CUSHION,0.75,VS1,FANCY,EX,"3,383.80",2022-07-21 08:45:33.234938
CUSHION,1.4,SI2,FANCY,EX,"3,381.53",2022-07-20 08:45:33.234938
CUSHION,1.01,SI2,H,EX,"3,377.27",2022-07-19 08:45:33.234938
CUSHION,0.8,VS2,E,EX,"3,375.01",2022-07-18 08:45:33.234938
CUSHION,0.8,VVS1,D,EX,"3,371.89",2022-07-17 08:45:33.234938
CUSHION,1.01,SI2,G,EX,"3,371.32",2022-07-16 08:45:33.234938
CUSHION,1.63,SI2,FANCY,EX,"3,368.13",2022-07-15 08:45:33.234938
CUSHION,0.9,VVS2,H,VG,"3,368.06",2022-07-14 08:45:33.234938
CUSHION,0.8,VS2,G,EX,"3,367.95",2022-07-13 08:45:33.234938
CUSHION,0.91,VS2,H,EX,"3,365.27",2022-07-12 08:45:33.234938
CUSHION,0.8,VS2,E,EX,"3,349.00",2022-07-11 08:45:33.234938
CUSHION,0.9,VS2,I,VG,"3,343.19",2022-07-10 08:45:33.234938
CUSHION,1.02,,FANCY,EX,"3,340.76",2022-07-09 08:45:33.234938
CUSHION,1.0,SI2,G,EX,"3,336.97",2022-07-08 08:45:33.234938
CUSHION,0.8,VS1,F,VG,"3,336.77",2022-07-07 08:45:33.234938
CUSHION,0.96,SI2,D,EX,"3,237.69",2022-07-06 08:45:33.234938
CUSHION,0.87,VS2,G,EX,"3,236.98",2022-07-05 08:45:33.234938
CUSHION,0.8,VS2,F,VG,"3,233.01",2022-07-04 08:45:33.234938
CUSHION,0.9,SI1,H,VG,"3,229.56",2022-07-03 08:45:33.234938
CUSHION,0.9,SI1,H,EX,"3,223.18",2022-07-02 08:45:33.234938
CUSHION,1.03,SI2,H,EX,"3,221.83",2022-07-01 08:45:33.234938
CUSHION,1.0,VVS1,L,EX,"3,219.29",2022-06-30 08:45:33.234938
CUSHION,1.36,VVS2,U-V,EX,"3,215.28",2022-06-29 08:45:33.234938
CUSHION,0.7,VS2,F,EX,"3,215.06",2022-06-28 08:45:33.234938
CUSHION,0.81,SI1,D,EX,"3,212.69",2022-06-27 08:45:33.234938
CUSHION,0.8,VVS2,H,EX,"3,212.39",2022-06-26 08:45:33.234938
CUSHION,0.9,SI1,F,GD,"3,211.78",2022-06-25 08:45:33.234938
CUSHION,1.02,VVS2,K,EX,"3,209.25",2022-06-24 08:45:33.234938
CUSHION,0.8,SI1,G,EX,"3,207.27",2022-06-23 08:45:33.234938
CUSHION,0.78,VS2,E,EX,"2,891.40",2022-06-22 08:45:33.234938
CUSHION,0.81,VS2,H,EX,"2,891.22",2022-06-21 08:45:33.234938
CUSHION,0.7,VS2,E,EX,"2,887.38",2022-06-20 08:45:33.234938
CUSHION,0.96,VS2,J,GD,"2,884.00",2022-06-19 08:45:33.234938
CUSHION,0.81,VS2,G,EX,"2,883.82",2022-06-18 08:45:33.234938
CUSHION,1.01,VVS2,K,EX,"2,879.08",2022-06-17 08:45:33.234938
CUSHION,0.8,SI1,D,EX,"2,874.53",2022-06-16 08:45:33.234938
CUSHION,1.51,SI2,W-X,EX,"2,873.76",2022-06-15 08:45:33.234938
CUSHION,0.91,VS1,J,VG,"2,871.28",2022-06-14 08:45:33.234938
CUSHION,0.96,SI2,I,EX,"2,870.92",2022-06-13 08:45:33.234938
CUSHION,0.8,VVS2,F,EX,"2,868.84",2022-06-12 08:45:33.234938
CUSHION,0.9,SI2,H,VG,"2,864.45",2022-06-11 08:45:33.234938
CUSHION,0.8,VS1,H,EX,"2,859.51",2022-06-10 08:45:33.234938
CUSHION,0.8,SI1,D,EX,"2,859.30",2022-06-09 08:45:33.234938
CUSHION,0.72,VVS2,H,EX,"2,854.71",2022-06-08 08:45:33.234938
CUSHION,0.9,VS2,F,EX,"3,680.92",2022-06-07 08:45:33.234938
CUSHION,0.8,VVS1,G,EX,"3,673.84",2022-06-06 08:45:33.234938
CUSHION,0.8,VVS2,D,EX,"3,664.60",2022-06-05 08:45:33.234938
CUSHION,1.03,VS2,J,EX,"3,663.20",2022-06-04 08:45:33.234938
CUSHION,0.9,SI1,F,EX,"3,660.36",2022-06-03 08:45:33.234938
CUSHION,1.03,VS2,J,EX,"3,656.15",2022-06-02 08:45:33.234938
CUSHION,0.9,VS1,FANCY,EX,"3,655.62",2022-06-01 08:45:33.234938
CUSHION,0.81,VS2,E,VG,"3,653.66",2022-05-31 08:45:33.234938
CUSHION,0.9,SI1,F,VG,"3,653.05",2022-05-30 08:45:33.234938
CUSHION,0.9,SI2,E,EX,"3,652.83",2022-05-29 08:45:33.234938
CUSHION,1.01,SI2,G,EX,"3,651.12",2022-05-28 08:45:33.234938
CUSHION,0.91,VS1,I,EX,"3,650.16",2022-05-27 08:45:33.234938
CUSHION,0.9,SI1,F,EX,"3,650.11",2022-05-26 08:45:33.234938
CUSHION,0.9,SI1,H,EX,"3,650.01",2022-05-25 08:45:33.234938
CUSHION,0.96,SI2,F,VG,"3,647.70",2022-05-24 08:45:33.234938
CUSHION,1.01,SI2,H,EX,"3,855.59",2022-05-23 08:45:33.234938
CUSHION,0.9,VS1,E,EX,"3,854.87",2022-05-22 08:45:33.234938
CUSHION,1.62,VVS2,W-X,EX,"3,852.61",2022-05-21 08:45:33.234938
CUSHION,1.5,VS1,FANCY,EX,"3,852.42",2022-05-20 08:45:33.234938
CUSHION,1.2,VS2,K,VG,"3,849.88",2022-05-19 08:45:33.234938
CUSHION,0.9,VVS2,H,VG,"3,847.49",2022-05-18 08:45:33.234938
CUSHION,1.0,SI2,H,VG,"3,846.38",2022-05-17 08:45:33.234938
CUSHION,0.7,VVS1,E,EX,"3,846.12",2022-05-16 08:45:33.234938
CUSHION,1.12,SI1,FANCY,EX,"3,842.37",2022-05-15 08:45:33.234938
CUSHION,1.02,SI2,F,VG,"3,840.75",2022-05-14 08:45:33.234938
CUSHION,1.51,VS2,FANCY,EX,"3,840.15",2022-05-13 08:45:33.234938
CUSHION,1.0,SI2,H,EX,"3,838.51",2022-05-12 08:45:33.234938
CUSHION,0.8,VVS1,F,VG,"3,837.55",2022-05-11 08:45:33.234938
CUSHION,0.9,VS1,H,GD,"3,836.30",2022-05-10 08:45:33.234938
CUSHION,1.01,VS2,J,EX,"3,830.65",2022-05-09 08:45:33.234938
CUSHION,1.03,I1,I,EX,"2,951.11",2022-05-08 08:45:33.234938
CUSHION,0.82,SI1,F,EX,"2,947.46",2022-05-07 08:45:33.234938
CUSHION,0.8,VS2,G,EX,"2,946.60",2022-05-06 08:45:33.234938
CUSHION,1.6,I1,FANCY,EX,"2,939.19",2022-05-05 08:45:33.234938
CUSHION,0.8,VS2,E,EX,"2,937.92",2022-05-04 08:45:33.234938
CUSHION,1.26,VS1,S-T,EX,"2,936.27",2022-05-03 08:45:33.234938
CUSHION,1.01,VS1,K,VG,"2,935.14",2022-05-02 08:45:33.234938
CUSHION,1.0,SI2,I,EX,"2,934.68",2022-05-01 08:45:33.234938
CUSHION,0.83,VS2,E,EX,"2,934.67",2022-04-30 08:45:33.234938
CUSHION,0.9,SI1,I,EX,"2,934.53",2022-04-29 08:45:33.234938
CUSHION,0.8,VS1,G,EX,"2,932.74",2022-04-28 08:45:33.234938
CUSHION,1.01,SI1,J,EX,"2,931.82",2022-04-27 08:45:33.234938
CUSHION,0.83,SI1,E,EX,"2,930.48",2022-04-26 08:45:33.234938
CUSHION,1.2,VS1,W-X,EX,"2,928.00",2022-04-25 08:45:33.234938
CUSHION,0.8,SI1,E,EX,"2,922.70",2022-04-24 08:45:33.234938
CUSHION,0.72,VS2,G,EX,"2,589.08",2022-04-23 08:45:33.234938
CUSHION,0.8,SI2,E,EX,"2,587.83",2022-04-22 08:45:33.234938
CUSHION,0.71,VS2,G,EX,"2,585.08",2022-04-21 08:45:33.234938
CUSHION,0.8,VS2,FANCY,EX,"2,583.82",2022-04-20 08:45:33.234938
CUSHION,0.9,VS1,J,EX,"2,583.70",2022-04-19 08:45:33.234938
CUSHION,0.81,SI1,E,EX,"2,582.83",2022-04-18 08:45:33.234938
CUSHION,0.7,VS2,E,GD,"2,579.84",2022-04-17 08:45:33.234938
CUSHION,0.7,SI1,D,VG,"2,577.77",2022-04-16 08:45:33.234938
CUSHION,1.01,SI2,FANCY,EX,"2,576.80",2022-04-15 08:45:33.234938
CUSHION,0.81,VS2,I,EX,"2,576.42",2022-04-14 08:45:33.234938
CUSHION,1.21,VS1,U-V,EX,"2,575.46",2022-04-13 08:45:33.234938
CUSHION,1.23,VS1,Y-Z,EX,"2,573.59",2022-04-12 08:45:33.234938
CUSHION,0.8,SI1,G,EX,"2,573.08",2022-04-11 08:45:33.234938
CUSHION,0.8,SI1,F,EX,"2,568.84",2022-04-10 08:45:33.234938
CUSHION,0.8,VS2,H,EX,"2,567.32",2022-04-09 08:45:33.234938
CUSHION,1.0,SI2,F,EX,"3,180.61",2022-04-08 08:45:33.234938
CUSHION,0.91,VS2,I,EX,"3,180.36",2022-04-07 08:45:33.234938
CUSHION,1.5,I1,F,EX,"3,175.67",2022-04-06 08:45:33.234938
CUSHION,0.8,VS2,F,EX,"3,174.67",2022-04-05 08:45:33.234938
CUSHION,1.03,SI1,J,EX,"3,173.68",2022-04-04 08:45:33.234938
CUSHION,1.41,SI1,U-V,EX,"3,173.58",2022-04-03 08:45:33.234938
CUSHION,1.01,VVS1,FANCY,EX,"3,172.57",2022-04-02 08:45:33.234938
CUSHION,1.0,SI1,I,EX,"3,172.28",2022-04-01 08:45:33.234938
CUSHION,0.9,SI1,F,VG,"3,170.35",2022-03-31 08:45:33.234938
CUSHION,1.3,VS1,Y-Z,EX,"3,168.43",2022-03-30 08:45:33.234938
CUSHION,0.87,VVS1,FANCY,EX,"3,163.92",2022-03-29 08:45:33.234938
CUSHION,0.9,SI2,E,VG,"3,162.87",2022-03-28 08:45:33.234938
CUSHION,0.81,VS2,G,EX,"3,160.69",2022-03-27 08:45:33.234938
CUSHION,0.81,SI1,D,EX,"3,155.22",2022-03-26 08:45:33.234938
CUSHION,1.01,SI2,I,EX,"3,148.92",2022-03-25 08:45:33.234938
CUSHION,1.2,SI2,I,VG,"2,854.70",2022-03-24 08:45:33.234938
CUSHION,1.1,SI1,U-V,EX,"2,854.35",2022-03-23 08:45:33.234938
CUSHION,0.8,VS2,F,EX,"2,854.04",2022-03-22 08:45:33.234938
CUSHION,1.31,VVS1,W-X,EX,"2,853.96",2022-03-21 08:45:33.234938
CUSHION,1.03,VS2,K,EX,"2,851.75",2022-03-20 08:45:33.234938
CUSHION,1.03,SI1,FANCY,EX,"2,851.40",2022-03-19 08:45:33.234938
CUSHION,0.8,SI1,E,EX,"2,851.00",2022-03-18 08:45:33.234938
CUSHION,1.28,VS2,H,VG,"2,850.12",2022-03-17 08:45:33.234938
CUSHION,0.69,VVS1,FANCY,EX,"2,847.54",2022-03-16 08:45:33.234938
CUSHION,0.7,SI1,D,EX,"2,843.70",2022-03-15 08:45:33.234938
CUSHION,0.92,VS1,J,EX,"2,843.19",2022-03-14 08:45:33.234938
CUSHION,0.81,VS2,G,EX,"2,842.98",2022-03-13 08:45:33.234938
CUSHION,0.8,SI1,F,EX,"2,839.34",2022-03-12 08:45:33.234938
CUSHION,0.7,VS1,E,GD,"2,839.10",2022-03-11 08:45:33.234938
CUSHION,0.81,VS2,H,EX,"2,838.90",2022-03-10 08:45:33.234938
CUSHION,1.5,I1,FANCY,VG,"3,646.86",2022-03-09 08:45:33.234938
CUSHION,1.01,SI2,F,EX,"3,645.57",2022-03-08 08:45:33.234938
CUSHION,0.9,SI1,F,EX,"3,644.99",2022-03-07 08:45:33.234938
CUSHION,0.96,VS1,I,VG,"3,642.69",2022-03-06 08:45:33.234938
CUSHION,0.97,SI2,G,EX,"3,641.97",2022-03-05 08:45:33.234938
CUSHION,1.01,SI2,E,EX,"3,640.86",2022-03-04 08:45:33.234938
CUSHION,1.19,I2,FANCY,EX,"3,638.36",2022-03-03 08:45:33.234938
CUSHION,1.01,SI2,F,EX,"3,633.68",2022-03-02 08:45:33.234938
CUSHION,0.82,VS2,D,EX,"3,632.78",2022-03-01 08:45:33.234938
CUSHION,0.85,VS1,F,EX,"3,631.94",2022-02-28 08:45:33.234938
CUSHION,1.2,SI1,K,VG,"3,624.45",2022-02-27 08:45:33.234938
CUSHION,1.51,SI2,L,EX,"3,624.29",2022-02-26 08:45:33.234938
CUSHION,0.91,VS1,I,EX,"3,623.78",2022-02-25 08:45:33.234938
CUSHION,0.96,SI1,G,EX,"3,621.08",2022-02-24 08:45:33.234938
CUSHION,0.83,IF,FANCY,EX,"2,567.29",2022-02-23 08:45:33.234938
CUSHION,0.7,SI1,E,EX,"2,567.05",2022-02-22 08:45:33.234938
CUSHION,0.9,VS2,J,EX,"2,566.67",2022-02-21 08:45:33.234938
CUSHION,0.96,VVS2,K,GD,"2,565.76",2022-02-20 08:45:33.234938
CUSHION,1.5,SI2,FANCY,EX,"2,560.74",2022-02-19 08:45:33.234938
CUSHION,0.8,SI1,F,VG,"2,560.39",2022-02-18 08:45:33.234938
CUSHION,0.97,SI2,J,EX,"2,559.66",2022-02-17 08:45:33.234938
CUSHION,1.0,VS2,L,VG,"2,559.38",2022-02-16 08:45:33.234938
CUSHION,0.75,SI1,F,EX,"2,555.25",2022-02-15 08:45:33.234938
CUSHION,0.75,SI1,G,EX,"2,552.97",2022-02-14 08:45:33.234938
CUSHION,0.65,IF,FANCY,EX,"2,551.92",2022-02-13 08:45:33.234938
CUSHION,0.75,SI1,E,EX,"2,547.34",2022-02-12 08:45:33.234938
CUSHION,0.9,SI1,I,EX,"2,545.21",2022-02-11 08:45:33.234938
CUSHION,0.81,VS2,H,EX,"2,544.90",2022-02-10 08:45:33.234938
CUSHION,1.0,SI1,J,EX,"3,031.11",2022-02-09 08:45:33.234938
CUSHION,0.9,SI1,D,EX,"3,025.82",2022-02-08 08:45:33.234938
CUSHION,0.8,VVS2,E,EX,"3,025.51",2022-02-07 08:45:33.234938
CUSHION,1.0,VS1,K,VG,"3,024.32",2022-02-06 08:45:33.234938
CUSHION,1.0,VS2,K,EX,"3,022.76",2022-02-05 08:45:33.234938
CUSHION,0.97,VS1,J,EX,"3,021.19",2022-02-04 08:45:33.234938
CUSHION,0.9,SI2,E,EX,"3,019.53",2022-02-03 08:45:33.234938
CUSHION,0.8,SI1,F,EX,"3,019.15",2022-02-02 08:45:33.234938
CUSHION,1.3,VS1,S-T,EX,"3,018.93",2022-02-01 08:45:33.234938
CUSHION,1.01,SI2,E,EX,"3,018.02",2022-01-31 08:45:33.234938
CUSHION,1.01,SI2,FANCY,EX,"3,010.70",2022-01-30 08:45:33.234938
CUSHION,0.7,VS1,G,VG,"3,007.03",2022-01-29 08:45:33.234938
CUSHION,0.8,VS2,F,EX,"3,006.85",2022-01-28 08:45:33.234938
CUSHION,1.82,SI2,U-V,EX,"3,929.77",2022-01-27 08:45:33.234938
CUSHION,0.96,SI1,F,EX,"3,928.74",2022-01-26 08:45:33.234938
CUSHION,1.0,SI2,E,EX,"3,927.44",2022-01-25 08:45:33.234938
CUSHION,1.0,VS1,I,EX,"3,923.14",2022-01-24 08:45:33.234938
CUSHION,1.73,SI2,FANCY,EX,"3,916.89",2022-01-23 08:45:33.234938
CUSHION,1.0,SI1,G,VG,"3,916.61",2022-01-22 08:45:33.234938
CUSHION,0.9,SI1,E,EX,"3,915.77",2022-01-21 08:45:33.234938
CUSHION,0.91,VS2,F,EX,"3,914.58",2022-01-20 08:45:33.234938
CUSHION,1.54,SI1,H,VG,"3,910.90",2022-01-19 08:45:33.234938
CUSHION,1.59,VS1,I,GD,"3,909.51",2022-01-18 08:45:33.234938
CUSHION,0.91,VS2,G,EX,"3,908.68",2022-01-17 08:45:33.234938
CUSHION,1.01,VVS1,J,EX,"3,905.91",2022-01-16 08:45:33.234938
CUSHION,1.0,SI1,F,VG,"3,885.83",2022-01-15 08:45:33.234938
CUSHION,1.01,SI2,D,EX,"3,858.96",2022-01-14 08:45:33.234938
CUSHION,0.9,VS2,H,EX,"3,856.69",2022-01-13 08:45:33.234938
CUSHION,0.73,SI1,F,EX,"2,306.11",2022-01-12 08:45:33.234938
CUSHION,0.7,SI1,G,VG,"2,305.38",2022-01-11 08:45:33.234938
CUSHION,0.76,SI2,D,EX,"2,302.77",2022-01-10 08:45:33.234938
CUSHION,0.8,VS1,I,EX,"2,302.01",2022-01-09 08:45:33.234938
CUSHION,0.8,VS2,I,EX,"2,301.83",2022-01-08 08:45:33.234938
CUSHION,0.75,SI2,G,EX,"2,300.30",2022-01-07 08:45:33.234938
CUSHION,0.8,SI1,I,VG,"2,300.26",2022-01-06 08:45:33.234938
CUSHION,0.61,VS2,FANCY,EX,"2,299.80",2022-01-05 08:45:33.234938
CUSHION,0.75,SI2,G,EX,"2,296.25",2022-01-04 08:45:33.234938
CUSHION,0.81,VS2,I,VG,"2,291.34",2022-01-03 08:45:33.234938
CUSHION,1.0,SI2,J,EX,"2,291.32",2022-01-02 08:45:33.234938
CUSHION,0.8,VS2,I,EX,"2,290.68",2022-01-01 08:45:33.234938
CUSHION,0.81,VS1,J,EX,"2,289.75",2021-12-31 08:45:33.234938
CUSHION,0.93,SI2,I,EX,"2,235.37",2021-12-30 08:45:33.234938
CUSHION,0.8,VVS1,J,EX,"2,235.25",2021-12-29 08:45:33.234938
CUSHION,0.72,VS2,H,EX,"2,232.88",2021-12-28 08:45:33.234938
CUSHION,0.8,VS1,J,EX,"2,231.40",2021-12-27 08:45:33.234938
CUSHION,0.8,SI2,E,EX,"2,229.48",2021-12-26 08:45:33.234938
CUSHION,0.9,VS2,K,EX,"2,228.75",2021-12-25 08:45:33.234938
CUSHION,1.0,VS2,M,EX,"2,227.90",2021-12-24 08:45:33.234938
CUSHION,0.9,VVS1,K,GD,"2,227.14",2021-12-23 08:45:33.234938
CUSHION,0.8,SI1,I,EX,"2,225.57",2021-12-22 08:45:33.234938
CUSHION,1.0,SI1,K,EX,"2,224.84",2021-12-21 08:45:33.234938
CUSHION,1.0,SI2,K,GD,"2,224.79",2021-12-20 08:45:33.234938
CUSHION,1.2,VS2,N,VG,"2,224.06",2021-12-19 08:45:33.234938
CUSHION,0.8,VS2,I,EX,"2,223.08",2021-12-18 08:45:33.234938
CUSHION,0.7,SI1,H,EX,"2,222.82",2021-12-17 08:45:33.234938
CUSHION,0.61,VS2,E,EX,"2,217.08",2021-12-16 08:45:33.234938
CUSHION,0.71,SI1,H,EX,"2,021.49",2021-12-15 08:45:33.234938
CUSHION,0.71,VVS2,I,VG,"2,020.42",2021-12-14 08:45:33.234938
CUSHION,0.81,SI1,H,EX,"2,020.41",2021-12-13 08:45:33.234938
CUSHION,0.72,SI1,D,EX,"2,018.99",2021-12-12 08:45:33.234938
CUSHION,0.76,SI1,H,EX,"2,018.23",2021-12-11 08:45:33.234938
CUSHION,1.04,VS2,K,EX,"2,016.71",2021-12-10 08:45:33.234938
CUSHION,0.52,VVS2,D,EX,"2,015.68",2021-12-09 08:45:33.234938
CUSHION,0.7,SI2,D,EX,"2,015.51",2021-12-08 08:45:33.234938
